cycle,delta_line_mAcm2,m_fit,b_ox_fit,b_red_fit,is_outlier_zscore,delta_line_mAcm2_no_outliers_zscore,is_sampled
499,0.019888259837689493,0.157899121016827,-0.18452529744996338,-0.20441355728765287,,,False
501,0.019983844967179865,0.1557355288220545,-0.18230603510862803,-0.2022898800758079,,,False
503,0.020082239052989614,0.15740907017543773,-0.18391078583542703,-0.20399302488841664,,,False
505,0.020546120375343147,0.1553805900465442,-0.18194618948821983,-0.20249230986356298,,,False
507,0.0202579313575606,0.16240785821696999,-0.1892432154556381,-0.2095011468131987,,,False
509,0.02038753070473806,0.15872948370927226,-0.1855009347717857,-0.20588846547652376,,,False
511,0.020311929148466412,0.1542009201575359,-0.18098712959953378,-0.2012990587480002,,,False
513,0.0204559077652465,0.15805853920515497,-0.1848846963104181,-0.2053406040756646,,,False
515,0.020155427078410337,0.159751790547797,-0.18685230102486466,-0.207007728103275,,,False
517,0.020409354469507146,0.15898729573934728,-0.18604887103800466,-0.2064582255075118,0.0,0.020409354469507146,True
519,0.020270768551139795,0.16240658145363326,-0.18965704517576,-0.20992781372689978,,,False
521,0.020515920755460104,0.16564575116362232,-0.19290100432898216,-0.21341692508444227,,,False
523,0.02039464126029364,0.1615337218045104,-0.1889222937435544,-0.20931693500384804,,,False
525,0.020427525563909782,0.16290085141424918,-0.1901709151937337,-0.21059844075764347,,,False
527,0.02026215986931615,0.15590001575366902,-0.18316599741059708,-0.20342815727991323,,,False
529,0.02063233685702351,0.15490081310418802,-0.18201304312797967,-0.20264537998500318,,,False
531,0.02028301875164104,0.16224404940923656,-0.18983214713694868,-0.21011516588858972,,,False
533,0.020336823987349345,0.16129669244539824,-0.1888215223673102,-0.20915834635465955,,,False
535,0.02041435817400647,0.15321266416040005,-0.18043412051609287,-0.20084847869009934,,,False
537,0.020765802496121255,0.1586894905119934,-0.18594599432246606,-0.2067117968185873,0.0,0.020765802496121255,True
539,0.020537411625492358,0.16030568421052543,-0.18787512136455325,-0.2084125329900456,,,False
541,0.020679730498866233,0.16610729931972687,-0.19371356871666562,-0.21439329921553185,,,False
543,0.0208582827521184,0.16164056569996316,-0.18937808739169254,-0.21023637014381094,,,False
545,0.020619414773839356,0.1596359480844958,-0.1874493937879868,-0.20806880856182616,,,False
547,0.020894351350399826,0.1619099233798774,-0.1896344957766551,-0.2105288471270549,,,False
549,0.02088388525122331,0.15648792588614316,-0.18415937674763622,-0.20504326199885953,,,False
551,0.02108846286549712,0.1652779466523442,-0.19318500715529802,-0.21427347002079514,,,False
553,0.02100390694891993,0.1601536616541344,-0.18822052410531592,-0.20922443105423585,,,False
555,0.02117047099534558,0.1666653573218751,-0.19499909337015642,-0.216169564365502,,,False
557,0.021062826329514284,0.16175892409595322,-0.18995072334810148,-0.21101354967761576,0.0,0.021062826329514284,True
559,0.02125205100190955,0.16366380665950472,-0.19191096070332858,-0.21316301170523813,,,False
561,0.02070558145960144,0.1552285452917998,-0.18343954391108014,-0.20414512537068158,,,False
563,0.02082393663145965,0.16369657321876024,-0.19209202746994175,-0.2129159641014014,,,False
565,0.021218272860723253,0.16411330075187897,-0.1926126132554773,-0.21383088611620055,,,False
567,0.02096380749194418,0.15738912602935817,-0.18583213289600686,-0.20679594038795104,,,False
569,0.021394691322353526,0.16272460150375836,-0.19124643773340388,-0.2126411290557574,,,False
571,0.02133834870688628,0.1674026777658424,-0.19612156754602506,-0.21745991625291133,,,False
573,0.02142909192087361,0.16542385678481825,-0.19414212706172485,-0.21557121898259846,,,False
575,0.02123610271273424,0.17020527783744976,-0.19932598011204694,-0.22056208282478118,,,False
577,0.021247563373910983,0.17053567382742482,-0.1996379957780693,-0.22088555915198027,0.0,0.021247563373910983,True
579,0.02161782894736844,0.17259250411743546,-0.20179487662076523,-0.22341270556813367,,,False
581,0.02116754949039265,0.16879485964912178,-0.19804248961791882,-0.21921003910831147,,,False
583,0.021333588957512833,0.1627183766559246,-0.1914898112992114,-0.21282340025672422,,,False
585,0.021011328099415222,0.15677335087719205,-0.18516230022611796,-0.20617362832553318,,,False
587,0.021122258391216175,0.15582973970640793,-0.18393823825522643,-0.2050604966464426,,,False
589,0.021102126118271863,0.15907855388471082,-0.187072633913336,-0.20817476003160787,,,False
591,0.02172615066416042,0.15746804797708464,-0.1854102269144638,-0.20713637757862421,,,False
593,0.021227265143215213,0.16203741783028916,-0.19050811178646532,-0.21173537692968053,,,False
595,0.02165094988363761,0.16399811672037143,-0.1922329736978151,-0.21388392358145272,,,False
597,0.021775876466762212,0.15994751414249836,-0.18828617468122016,-0.21006205114798238,0.0,0.021775876466762212,True
599,0.02094151205991171,0.16030098496240497,-0.18901030684656178,-0.2099518189064735,,,False
601,0.03645434926005492,0.014701218761188248,-0.021479712726386956,-0.057934061986441875,,,False
