global_cycle,session,raw_cycle,filename,n_points,n_points_ox,n_points_red,E_min,E_max,I_min_mA,I_max_mA,I_mean_mA,Q_ox_mC,Q_red_mC,Q_total_mC
1,0,1,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,314,314,0,0.99997866,1.5913419,0.0001168581811741406,0.1045812761673981,0.02057455037863874,1.2095980385537084,,1.2095980385537084
2,0,1,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096473,1.599992,-0.003558754096434649,0.1252069175243378,0.007895354790828075,,0.4258145172295968,0.4258145172295968
3,0,1,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,315,315,0,1.0000479,1.5908954,-0.003151125988275138,0.08836312088668352,0.012748550583329538,0.7439557095869527,,0.7439557095869527
4,0,2,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0096654,1.5999621,-0.006848848071821741,0.1112919811939084,0.005215120803816618,,0.29042830263940855,0.29042830263940855
5,0,2,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,314,314,0,1.0000119,1.5895481,-0.004999744100496167,0.08147152340238895,0.011874619278845264,0.6852334267567859,,0.6852334267567859
6,0,3,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096473,1.5999587,-0.009213744548970068,0.1087865060114341,0.004679823472415428,,0.24070556699098383,0.24070556699098383
7,0,3,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,314,314,0,1.0000479,1.589681,-0.003819005563855171,0.08055216125711673,0.011552540479885545,0.6778722802901882,,0.6778722802901882
8,0,4,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0096774,1.5999788,-0.01138631950285607,0.1074224567839077,0.0038924020718539695,,0.21280903387159497,0.21280903387159497
9,0,4,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,314,314,0,1.0000147,1.5899395,-0.004975306714186445,0.08092669232710192,0.011803006214896505,0.6822320006919522,,0.6822320006919522
10,0,5,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0097063,1.599951,-0.01352189920398261,0.1090926767346706,0.0038216602993845707,,0.19006188597526044,0.19006188597526044
11,0,5,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,316,316,0,0.99999642,1.5913459,-0.002175329519169673,0.08461347894372101,0.012156784609910508,0.7010211123034619,,0.7010211123034619
12,0,6,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.009706,1.5999568,-0.01563446044133757,0.1097488745075204,0.0035734164706512457,,0.1751690521016093,0.1751690521016093
13,0,6,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,314,314,0,0.99999923,1.5895206,-0.003139909822493792,0.08061321229302842,0.011933682131254963,0.695122110171147,,0.695122110171147
14,0,7,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0097286,1.5999691,-0.01772216879509739,0.1083711022511125,0.003013539486707422,,0.16059199205244906,0.16059199205244906
15,0,7,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,317,317,0,1.0000319,1.5902498,-0.002358756194492648,0.0833084045257455,0.012263169209261914,0.7114091086924925,,0.7114091086924925
16,0,8,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0097063,1.5999546,-0.01976780396330885,0.112059192650992,0.0031811160216298514,,0.15100235741946585,0.15100235741946585
17,0,8,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,316,316,0,1.0000046,1.5901821,-0.002118774472778156,0.08380657527706525,0.012617809624884013,0.7229947193233425,,0.7229947193233425
18,0,9,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0097315,1.5999731,-0.02180267490872324,0.1122113762325362,0.002696035273763455,,0.1411519207859122,0.1411519207859122
19,0,9,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,0.99999613,1.5911576,-0.001766683217803284,0.08683653829958327,0.013070442443329982,0.7441942659089646,,0.7441942659089646
20,0,10,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0097357,1.5999768,-0.02386934927217377,0.1106924708518717,0.0025203588163255526,,0.13084552621610082,0.13084552621610082
21,0,10,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,319,319,0,1.0000092,1.5906733,-0.006427377641487597,0.08576357311637345,0.013152834684235318,0.7519932528935436,,0.7519932528935436
22,0,11,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096794,1.6000032,-0.02583568559476897,0.1164111526722602,0.0027197390798103355,,0.12147160475859696,0.12147160475859696
23,0,11,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,319,319,0,1.0000069,1.5896733,-0.001722933195227989,0.08417178552845128,0.013192337916330649,0.75524582416961,,0.75524582416961
24,0,12,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0096513,1.5999528,-0.02784884920937486,0.1114000865879157,0.0021870571359973766,,0.11090504329888491,0.11090504329888491
25,0,12,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000075,1.5903987,-0.01079409344432256,0.08495482700760137,0.013595778822944628,0.773015499301569,,0.773015499301569
26,0,13,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0096554,1.5999554,-0.03046724683553481,0.1124496875291174,0.002000249643416677,,0.09975583821049971,0.09975583821049971
27,0,13,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,322,322,0,1.0000125,1.5905436,-0.01121649059156577,0.08731181404136512,0.013883839909437156,0.7851690172359906,,0.7851690172359906
28,0,14,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096654,1.6000444,-0.03235760657825446,0.1257287859916687,0.00224588429609653,,0.09102867886689539,0.09102867886689539
29,0,14,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,318,318,0,1.000025,1.589965,-0.01002618770248124,0.08661547494500721,0.013865244199015952,0.7962503008865318,,0.7962503008865318
30,0,15,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096573,1.5999914,-0.03374379112638323,0.115655478413986,0.002087119617529417,,0.0839588810816296,0.0839588810816296
31,0,15,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,321,321,0,0.99995792,1.5904576,-0.003212918424590816,0.08768357272845911,0.014074550356191512,0.8089916403306214,,0.8089916403306214
32,0,16,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0097136,1.5999548,-0.03568086313578051,0.1137892684720932,0.0015136328932884423,,0.07061609910834643,0.07061609910834643
33,0,16,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,321,321,0,1.0000163,1.590263,-0.0008337737156584729,0.08741473709600078,0.014323307258026443,0.8217847808271429,,0.8217847808271429
34,0,17,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096573,1.5999695,-0.03753025857983058,0.119869497321222,0.0017595256616839425,,0.06392990682732187,0.06392990682732187
35,0,17,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.0000073,1.5894992,-0.00657871765239787,0.08559327561621125,0.01473233369004002,0.8248572680061635,,0.8248572680061635
36,0,18,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096494,1.600001,-0.03947250848580797,0.1202619969844818,0.0015917308562647307,,0.05331312271670494,0.05331312271670494
37,0,18,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,321,321,0,0.99994999,1.5894829,-0.0008141756206253847,0.08562879183841576,0.014568720071278695,0.8364116077288261,,0.8364116077288261
38,0,19,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0096494,1.599948,-0.04139808320195026,0.1177206681668754,0.0010298054974648867,,0.04142752240996969,0.04142752240996969
39,0,19,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,321,321,0,0.99994999,1.5904495,-0.002857906697803024,0.08862971413955445,0.014947496358587647,0.8557009973941201,,0.8557009973941201
40,0,20,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096774,1.5999516,-0.04342303651166124,0.1202671205543953,0.0012408033507225887,,0.03287555456402797,0.03287555456402797
41,0,20,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,319,319,0,0.99999917,1.5911101,-0.00226735434262082,0.0904079470259136,0.015353184790792852,0.8737927227186778,,0.8737927227186778
42,0,21,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096494,1.5999675,-0.04543006201643462,0.1180027350783348,0.0010613436296779038,,0.022332312795657772,0.022332312795657772
43,0,21,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,322,322,0,0.99994999,1.5910895,-0.001294320103867601,0.09107193599554586,0.015513879239065312,0.8859058444274707,,0.8859058444274707
44,0,22,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096794,1.5999911,-0.04740702567608879,0.1188491657376289,0.000951682657435662,,0.015509433967212131,0.015509433967212131
45,0,22,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,322,322,0,1.0000316,1.590812,-0.006161848604679106,0.08962958001352961,0.015990984266657036,0.8912379398793042,,0.8912379398793042
46,0,23,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096573,1.5999694,-0.04941387919281959,0.117355940296598,0.0006924620847317889,,0.0006510321822137668,0.0006510321822137668
47,0,23,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,321,321,0,0.99999291,1.5908005,-0.003219282347708949,0.09027332454999426,0.015945402310276104,0.9042235442150149,,0.9042235442150149
48,0,24,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0097079,1.5999511,-0.05142029186825769,0.1161507637220982,0.0002083245403800866,,-0.007124636269312527,-0.007124636269312527
49,0,24,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,322,322,0,1.000012,1.5905474,-0.002692572574596857,0.08979649618945018,0.016243391460872537,0.9151702759801783,,0.9151702759801783
50,0,25,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096895,1.5999575,-0.05455102420132561,0.1177474734899788,0.000446469940070491,,-0.01428524432723217,-0.01428524432723217
51,0,25,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,318,318,0,1.0000074,1.5899397,-0.001616126468434238,0.08845609516227193,0.015990479621481188,0.9223888018764413,,0.9223888018764413
52,0,26,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0096573,1.59995,-0.05644433494200235,0.1162922075208352,-0.00011412582520436477,,-0.02629886674668019,-0.02629886674668019
53,0,26,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,319,319,0,0.99999124,1.5896536,-0.002698501397389919,0.08792028549522493,0.016347127613582226,0.9318051104498697,,0.9318051104498697
54,0,27,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096594,1.5999634,-0.05790937353973899,0.1216140300669568,0.0001729243277994588,,-0.030983202580524834,-0.030983202580524834
55,0,27,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,317,317,0,1.0000191,1.5898377,-0.007703004767083459,0.08859647078941635,0.016459623484767268,0.9453843824124875,,0.9453843824124875
56,0,28,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0096713,1.5999491,-0.05965441634010293,0.1183553011715408,-0.0003884052229889369,,-0.04292480981930375,-0.04292480981930375
57,0,28,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,317,317,0,1.000016,1.5902199,-0.008123474359950603,0.0897611123537223,0.016601836365162236,0.9596562424131649,,0.9596562424131649
58,0,29,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096494,1.6000205,-0.06170752426812887,0.1210308125161605,-0.00018746218530480308,,-0.05210305108767051,-0.05210305108767051
59,0,30,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,317,317,0,0.99999046,1.5896082,-0.003773504868149757,0.09029927073383108,0.016885247979819804,0.9660398556023033,,0.9660398556023033
60,0,30,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096532,1.6000087,-0.06374237095516766,0.1202683672308922,-0.0003468691864723414,,-0.06227992565742413,-0.06227992565742413
61,0,30,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,318,318,0,0.9999944,1.5897321,-0.004636435381447278,0.09263079950767296,0.017168262935982375,0.9791350676496987,,0.9791350676496987
62,0,31,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0097034,1.5999635,-0.06584346967107468,0.122012410312891,-0.00046412114704019096,,-0.06900409259016779,-0.06900409259016779
63,0,31,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,322,322,0,1.0000052,1.5899471,-0.002148510695075281,0.09380328095385226,0.017701620910357384,0.9935719416060022,,0.9935719416060022
64,0,32,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096494,1.5999575,-0.06788738782042747,0.1227566028094809,-0.0005807620507708767,,-0.07612850752394855,-0.07612850752394855
65,0,32,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,0.99994999,1.5909138,-0.001556938365287024,0.09540698403372216,0.017576320869882374,1.013212256747889,,1.013212256747889
66,0,33,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096632,1.6000186,-0.06994208028129784,0.1208360175723613,-0.0008063776324109859,,-0.08910990572653281,-0.08910990572653281
67,0,33,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,318,318,0,0.99999237,1.5909199,-0.00281530893407762,0.09703625571942308,0.01778056369716075,1.0258753257575939,,1.0258753257575939
68,0,34,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0097401,1.5999837,-0.07219916695963391,0.1215000222437084,-0.0012642567003905503,,-0.09531642338896139,-0.09531642338896139
69,0,34,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,317,317,0,1.0000062,1.5898066,-0.00401119280528898,0.09907411337106152,0.01795771990381147,1.0274374558146186,,1.0274374558146186
70,0,35,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096693,1.6000187,-0.07400510573590513,0.1204694389028753,-0.0010563025618826425,,-0.10473518085351137,-0.10473518085351137
71,0,35,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,318,318,0,1.0000308,1.5909042,-0.007953853220290824,0.1009181434852997,0.018272815625925212,1.0488065860522273,,1.0488065860522273
72,0,36,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096495,1.5999594,-0.07756853995256119,0.1201264140722544,-0.0012446059119697267,,-0.1154997663011898,-0.1154997663011898
73,0,36,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,323,323,0,0.99994999,1.5900242,-0.003258810469040849,0.1023849614760479,0.018463051883913076,1.0511326315629264,,1.0511326315629264
74,0,37,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0097582,1.6000001,-0.07823391213939321,0.1223393610368173,-0.0017598770316046358,,-0.12472329018911457,-0.12472329018911457
75,0,37,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,322,322,0,0.99996078,1.5903906,-0.002565906159756908,0.1042960706685063,0.01871686057413603,1.064912980978736,,1.064912980978736
76,0,38,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096693,1.6000029,-0.08110745070014813,0.1211020648479462,-0.0015514715481161248,,-0.13425415050659106,-0.13425415050659106
77,0,38,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,318,318,0,1.0000027,1.5904,-0.003566999780014166,0.1056686292141107,0.018608527796665143,1.078495653691555,,1.078495653691555
78,0,39,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096654,1.5999554,-0.08280988710703441,0.1204147368021631,-0.0017181193415189786,,-0.1438050573408782,-0.1438050573408782
79,0,39,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,318,318,0,1.0000272,1.5911994,-0.008268280769698322,0.1079436801980345,0.018901549914133037,1.0951971262105205,,1.0951971262105205
80,0,40,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096495,1.5999534,-0.08482949962680575,0.1203112803558086,-0.0018820984245325712,,-0.1534574424640892,-0.1534574424640892
81,0,41,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,318,318,0,1.0000024,1.5909846,-0.006701405567582697,0.1095974213948999,0.019172298008873625,1.1068973123461452,,1.1068973123461452
82,0,41,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096896,1.5999515,-0.08707083609599875,0.1205961164896902,-0.0020046973953712606,,-0.16089232139368134,-0.16089232139368134
83,0,41,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,319,319,0,1.000012,1.591061,-0.003014325871360295,0.1121473590418818,0.01942320984630769,1.1181700515517483,,1.1181700515517483
84,0,42,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096794,1.5999693,-0.08915468562004314,0.1238331041582252,-0.002168669519229801,,-0.17097041908091087,-0.17097041908091087
85,0,42,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,318,318,0,1.0000051,1.5912175,-0.002626257927410981,0.113410939192315,0.01953370385631375,1.133903614661542,,1.133903614661542
86,0,43,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0097479,1.5999905,-0.09179881578670912,0.1239584586743649,-0.0026439677435869035,,-0.1774022351665546,-0.1774022351665546
87,0,43,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,0.99995053,1.5912237,-0.004429956756908701,0.1147182186912468,0.019593129920222354,1.1454422937708957,,1.1454422937708957
88,0,44,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0097514,1.6000268,-0.09333512880954976,0.1274768023027311,-0.0027433801182986293,,-0.18387404814421052,-0.18387404814421052
89,0,44,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,318,318,0,1.0000122,1.5911373,-0.008883397156993551,0.1161515538458167,0.019968045489032034,1.1550566485506863,,1.1550566485506863
90,0,45,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0097346,1.5999782,-0.09581322148099151,0.1211095160671642,-0.002966666858120015,,-0.19611609993519205,-0.19611609993519205
91,0,45,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,318,318,0,0.99998671,1.590698,-0.0006633930528519285,0.1178611763780517,0.01990512153607162,1.162680289673831,,1.162680289673831
92,0,46,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096514,1.5999986,-0.09771844997420098,0.1240869818822197,-0.0027346138157802002,,-0.2049012475159724,-0.2049012475159724
93,0,46,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,0.9999885,1.5909866,-0.003478119149804115,0.1188942516590286,0.02067342803964921,1.1789138418123872,,1.1789138418123872
94,0,47,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0096534,1.5999888,-0.1018315535763434,0.1241885295704654,-0.0028610699182828173,,-0.21210250591174315,-0.21210250591174315
95,0,47,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,318,318,0,1.0000119,1.5909351,-0.008490878033141289,0.1200464391922011,0.020630815574189006,1.1887980140010401,,1.1887980140010401
96,0,48,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.009743,1.5999873,-0.1020615355664281,0.1219975530139861,-0.0034041320271791732,,-0.2222687448048792,-0.2222687448048792
97,0,48,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,322,322,0,0.99999326,1.5913235,-0.002683196496218444,0.1215630449930578,0.021086206375563004,1.204605426634009,,1.204605426634009
98,0,49,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0097464,1.5999904,-0.1041408963117991,0.1213313911495537,-0.0035490479345763994,,-0.2307745151639496,-0.2307745151639496
99,0,49,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,319,319,0,0.99995005,1.5908155,-0.004499078847150853,0.1228367766752361,0.020885229863805685,1.2118601005985854,,1.2118601005985854
100,0,50,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0097027,1.6000164,-0.1067360840879827,0.125022366642952,-0.0033132191207575954,,-0.24026402626476262,-0.24026402626476262
101,0,50,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,317,317,0,1.000011,1.5900178,-0.002876210433896631,0.1243661973233512,0.02097670974721455,1.2145553211988735,,1.2145553211988735
102,0,51,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0091314,1.5999756,-0.1099084791961473,0.1250667379548149,-0.003814125788084142,,-0.25137164478102897,-0.25137164478102897
103,0,51,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,1.000034,1.5900904,-0.002069035549621648,0.1255240193291121,0.021372448225633132,1.225979528943556,,1.225979528943556
104,0,52,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090514,1.5999553,-0.1108423706459304,0.122885816609082,-0.003581100540448694,,-0.25945706002589036,-0.25945706002589036
105,0,52,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,316,316,0,0.99998945,1.5901804,-0.003028411030148469,0.1265874231013842,0.021404591029117362,1.2386313286187454,,1.2386313286187454
106,0,53,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090514,1.599995,-0.1128485707400646,0.1227350678849728,-0.0037453393025213702,,-0.26981284852384096,-0.26981284852384096
107,0,53,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,321,321,0,1.0000106,1.5908117,-0.008451255969703197,0.1285647436563799,0.021922722468013515,1.256944150616728,,1.256944150616728
108,0,54,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090475,1.6000162,-0.114826597877902,0.1262373642429061,-0.0038351606561913467,,-0.27608355893207986,-0.27608355893207986
109,0,54,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,324,324,0,1.0000793,1.5912155,-0.005914602428674698,0.1297023617765236,0.022177297516840742,1.271385666590971,,1.271385666590971
110,0,55,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0091265,1.5999737,-0.1156913904656478,0.1246432716379293,-0.004439849475981334,,-0.288388575547826,-0.288388575547826
111,0,55,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,319,319,0,1.0000291,1.5898354,-0.00233799939308918,0.1329112659060595,0.022118192289796067,1.271419289899341,,1.271419289899341
112,0,56,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0091295,1.5999757,-0.1193467309281788,0.1233572618414955,-0.0045704016957635665,,-0.2961879897499674,-0.2961879897499674
113,0,56,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,321,321,0,0.9999944,1.5900099,-0.001609073330958687,0.1324400414374765,0.022457933232802825,1.2848927768888125,,1.2848927768888125
114,0,57,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090514,1.6000103,-0.1211907374308394,0.1248791766879351,-0.004288600706536403,,-0.3026916956519659,-0.3026916956519659
115,0,57,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,320,320,0,0.99998707,1.5896785,-0.00221851235255599,0.1355463006545423,0.0227882762249685,1.2932317031939415,,1.2932317031939415
116,0,58,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090514,1.5999829,-0.1256363084262718,0.1262415153500824,-0.004454304461187183,,-0.31235437601179183,-0.31235437601179183
117,0,58,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,316,316,0,1.0000088,1.589512,-0.00918157778393764,0.1367423583702405,0.022983487951595973,1.3048926167567667,,1.3048926167567667
118,0,59,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0091636,1.6000057,-0.1261973951057387,0.1240738080370993,-0.004968017103454932,,-0.3198324909629484,-0.3198324909629484
119,0,59,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,318,318,0,0.99996603,1.5900823,-0.006010059732943773,0.1383829760202628,0.022760684667957325,1.323170387358525,,1.323170387358525
120,0,60,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090554,1.5999848,-0.1288987825589047,0.1246244704917721,-0.004714215618628666,,-0.3277418303426645,-0.3277418303426645
121,0,60,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,317,317,0,1.0000005,1.5904019,-0.006996659251550838,0.1389102336876848,0.023163335767699137,1.3396165002920153,,1.3396165002920153
122,0,61,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090514,1.6000078,-0.1306785024988584,0.1289573337720789,-0.004775842387158182,,-0.332250517554889,-0.332250517554889
123,0,61,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,316,316,0,1.0000039,1.5897844,-0.006978975947607657,0.1401328256776098,0.023362344900321335,1.3442798324104133,,1.3442798324104133
124,0,62,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0090514,1.5999947,-0.1327009225050257,0.1272671026704102,-0.005013303128515184,,-0.34588080459282994,-0.34588080459282994
125,0,62,B[N94]_NiC_nit_1M KOH_ vs RHE B_05_CVA_C02.txt,314,314,0,0.99999714,1.5905095,-0.005158493361834972,0.141317336466692,0.02331325539994489,1.3632350237016169,,1.3632350237016169
