cycle,j_forward_mAcm2,j_backward_mAcm2,delta_j_mAcm2
1,0.008772834693877551,-0.016384560714285717,0.025157395408163266
2,0.006746733163265305,-0.017321409183673468,0.024068142346938774
3,0.007093114795918367,-0.01778444897959184,0.024877563775510207
4,0.007160062755102041,-0.018078542346938776,0.025238605102040818
5,0.00777937806122449,-0.018334601530612244,0.026113979591836735
6,0.008019405612244897,-0.01851239030612245,0.026531795918367348
7,0.008192966836734693,-0.018699984693877552,0.026892951530612247
8,0.008389570408163264,-0.018876689795918368,0.027266260204081634
9,0.008582091836734694,-0.01894758163265306,0.027529673469387755
10,0.008804825,-0.019065713265306122,0.027870538265306125
11,0.008880220918367347,-0.019225010714285715,0.028105231632653063
12,0.008949788265306123,-0.019338864285714286,0.028288652551020407
13,0.009041923979591837,-0.019460935714285713,0.02850285969387755
14,0.009118989285714285,-0.019535880102040815,0.0286548693877551
15,0.009236524489795919,-0.019610132653061225,0.028846657142857144
16,0.009336949489795918,-0.01973181530612245,0.02906876479591837
17,0.009400829081632653,-0.019795775,0.029196604081632653
18,0.009454149489795918,-0.0198973556122449,0.029351505102040817
19,0.009503947959183674,-0.019982020408163267,0.02948596836734694
20,0.009584455612244898,-0.019990744897959187,0.029575200510204083
21,0.00958265663265306,-0.020070682653061226,0.029653339285714286
22,0.009632848979591836,-0.020113877040816328,0.029746726020408162
23,0.009714095408163266,-0.020204816836734692,0.02991891224489796
24,0.009740932142857144,-0.020244111224489797,0.02998504336734694
25,0.009798536734693877,-0.02032277908163265,0.03012131581632653
26,0.009795248979591836,-0.020324988265306123,0.030120237244897957
27,0.00982074387755102,-0.0204048887755102,0.03022563265306122
28,0.009934916836734694,-0.020466864795918367,0.03040178163265306
29,0.0099626,-0.020508040816326532,0.030470640816326534
30,0.009923875510204083,-0.02050529336734694,0.03042916887755102
31,0.009988146428571428,-0.020563483673469385,0.030551630102040813
32,0.01003267551020408,-0.020591124489795918,0.0306238
33,0.009966238775510203,-0.020603395918367347,0.03056963469387755
34,0.010015758163265307,-0.020645980102040818,0.030661738265306125
35,0.010065942857142856,-0.02066630357142857,0.030732246428571426
36,0.010099636224489797,-0.020691138265306122,0.03079077448979592
37,0.0100705693877551,-0.020818397448979592,0.030888966836734692
38,0.010088468367346939,-0.020724354591836736,0.030812822959183674
39,0.010047755612244897,-0.02072045306122449,0.03076820867346939
40,0.010103266326530611,-0.020755455102040816,0.030858721428571427
41,0.010138153571428572,-0.02076315663265306,0.03090131020408163
42,0.010145132653061224,-0.020773075,0.030918207653061223
43,0.01009281836734694,-0.02082446530612245,0.030917283673469388
44,0.010070323469387755,-0.020820690816326533,0.030891014285714287
45,0.010141251020408163,-0.021009195408163265,0.031150446428571427
46,0.01016634642857143,-0.020803592857142856,0.030969939285714287
47,0.010112926530612246,-0.020891688265306123,0.03100461479591837
48,0.010118461224489797,-0.020856146938775508,0.030974608163265305
49,0.010096776020408165,-0.020869797959183672,0.030966573979591835
50,0.010135310204081633,-0.020845853061224492,0.030981163265306123
51,0.010148867346938777,-0.02088484744897959,0.03103371479591837
52,0.010085932142857143,-0.02088148673469388,0.03096741887755102
53,0.010061039795918367,-0.020852191326530614,0.03091323112244898
54,0.010085975510204081,-0.020829602551020406,0.030915578061224486
55,0.010033855102040816,-0.02082486224489796,0.030858717346938777
56,0.01004395357142857,-0.02084958163265306,0.030893535204081633
57,0.009952017346938775,-0.020804070408163264,0.030756087755102038
58,0.009964625,-0.020819513265306122,0.03078413826530612
59,0.009949807653061225,-0.02082862193877551,0.030778429591836735
60,0.009956108673469388,-0.020838452040816326,0.030794560714285713
61,0.00997326581632653,-0.020778750000000002,0.03075201581632653
62,0.00992843469387755,-0.020790449489795918,0.030718884183673467
63,0.009884714795918367,-0.02082476224489796,0.03070947704081633
64,0.009903727551020407,-0.020731901020408162,0.03063562857142857
65,0.009873967346938775,-0.02075502653061224,0.030628993877551018
66,0.009829667857142857,-0.020719854081632655,0.030549521938775512
67,0.009763098469387756,-0.020701734693877552,0.030464833163265308
68,0.009700136734693877,-0.020648965816326532,0.03034910255102041
69,0.009696394387755103,-0.02061370357142857,0.030310097959183675
70,0.009679832653061224,-0.020670228571428573,0.0303500612244898
71,0.00962656224489796,-0.020678253061224488,0.030304815306122446
72,0.009825571428571428,-0.020685313775510205,0.030510885204081635
73,0.009492473979591836,-0.020661273469387755,0.03015374744897959
74,0.009458726020408164,-0.020625635204081633,0.0300843612244898
75,0.009472108673469388,-0.020581577551020407,0.030053686224489794
76,0.009411548979591837,-0.020587923469387755,0.029999472448979592
77,0.009344119387755102,-0.02058375357142857,0.02992787295918367
78,0.009445868877551021,-0.020565504081632654,0.030011372959183675
79,0.009241289795918367,-0.020566840816326534,0.029808130612244903
80,0.00916944030612245,-0.020474071938775512,0.02964351224489796
81,0.00913510051020408,-0.020519688775510202,0.029654789285714283
82,0.009007952040816326,-0.02054875051020408,0.029556702551020407
83,0.00897364081632653,-0.02053223469387755,0.02950587551020408
84,0.00893421275510204,-0.020479840816326533,0.029414053571428574
85,0.008858725510204082,-0.020556867346938776,0.029415592857142858
86,0.008816244387755101,-0.020475041836734695,0.029291286224489795
87,0.008656820408163264,-0.020533407653061223,0.02919022806122449
88,0.008630674489795917,-0.020420386224489797,0.029051060714285714
89,0.008567950510204082,-0.020344326530612244,0.028912277040816326
90,0.00850312193877551,-0.02032361632653061,0.028826738265306122
91,0.008428972448979591,-0.02033809489795918,0.02876706734693877
92,0.00829168418367347,-0.02044250663265306,0.02873419081632653
93,0.008208461734693877,-0.020463816326530614,0.028672278061224493
94,0.00815910969387755,-0.02050866275510204,0.02866777244897959
95,0.008082307142857143,-0.020500494387755103,0.028582801530612247
96,0.007999301020408163,-0.020520286224489797,0.028519587244897962
97,0.007911933673469389,-0.020728616326530613,0.02864055
98,0.007804336224489796,-0.020606348979591835,0.02841068520408163
99,0.007759802551020408,-0.020641302040816326,0.028401104591836736
100,0.007669021428571429,-0.020717261734693876,0.028386283163265306
101,0.010176960714285714,-0.02039954693877551,0.030576507653061226
102,0.007320769387755102,-0.02062628112244898,0.02794705051020408
