cycle,delta_line_mAcm2,m_fit,b_ox_fit,b_red_fit,is_outlier_zscore,delta_line_mAcm2_no_outliers_zscore,is_sampled
377,0.017842391366511612,0.18934369853204372,-0.21886372547787247,-0.23670611684438408,0.0,0.017842391366511612,True
379,0.01837538260472621,0.17376040243465748,-0.2022540821745729,-0.22062946477929912,,,False
381,0.018472970259577587,0.15561132151808052,-0.18344710694030247,-0.20192007719988006,,,False
383,0.01828825683971841,0.17933519620479738,-0.20804427974473222,-0.22633253658445063,,,False
385,0.018253536459601455,0.16514893304690265,-0.19345856790820581,-0.21171210436780727,,,False
387,0.01798849429884236,0.188083898675259,-0.21729943379707573,-0.2352879280959181,,,False
389,0.017397451219119286,0.16655651485857428,-0.19564896027150513,-0.21304641149062442,,,False
391,0.018204100620599184,0.17547378338703817,-0.2041204562846543,-0.2223245569052535,,,False
393,0.0179095671709035,0.18445955316863505,-0.21363127220775852,-0.23154083937866202,,,False
395,0.017866258670485746,0.18739291263873892,-0.2167046334680014,-0.23457089213848714,,,False
397,0.016697220828261194,0.15933122019334048,-0.18889214608725668,-0.20558936691551788,0.0,0.016697220828261194,True
399,0.01793586235051922,0.18054258646616472,-0.20949217962084565,-0.22742804197136487,,,False
