cycle,j_forward_mAcm2,j_backward_mAcm2,delta_j_mAcm2
384,-0.034302205102040816,-0.04103028673469388,0.006728081632653066
385,-0.016620509183673467,-0.043372857653061224,0.026752348469387757
386,-0.014977313775510204,-0.040752006122448975,0.02577469234693877
387,-0.01725319387755102,-0.04070458316326531,0.023451389285714285
388,-0.018269634693877553,-0.04111674132653061,0.02284710663265306
389,-0.012629919387755102,-0.04122658673469388,0.028596667346938776
390,-0.01670262448979592,-0.041410161224489796,0.024707536734693877
391,-0.022648016326530615,-0.041306410204081635,0.01865839387755102
392,-0.013391764795918366,-0.04238636632653062,0.02899460153061225
393,-0.017843250510204082,-0.041170359183673476,0.023327108673469394
394,-0.01793703163265306,-0.03871726836734694,0.020780236734693876
395,-0.014315099999999999,-0.04118793214285714,0.026872832142857142
396,-0.019334272959183673,-0.04051314540816327,0.021178872448979594
397,-0.006283261734693878,-0.040457013775510205,0.034173752040816324
398,-0.012376267346938776,-0.044250983163265305,0.03187471581632653
399,-0.005166255102040816,-0.04035864591836735,0.03519239081632654
400,-0.01415289387755102,-0.04085099234693878,0.02669809846938776
401,-0.008179294897959183,-0.04327402704081633,0.035094732142857146
402,-0.0148442,-0.04075857397959183,0.02591437397959183
403,-0.016191354081632654,-0.04141954591836734,0.02522819183673469
404,-0.017133130102040817,-0.04060614387755102,0.023473013775510206
405,-0.009474923469387756,-0.04079872346938776,0.031323800000000006
406,-0.01486257857142857,-0.05001200510204081,0.03514942653061224
407,-0.019650264285714286,-0.03165685612244898,0.012006591836734692
408,-0.02272041224489796,-0.04092288571428571,0.018202473469387755
409,-0.013856488265306123,-0.041036026020408164,0.02717953775510204
410,-0.020871855102040815,-0.0410403668367347,0.020168511734693882
411,-0.01763295408163265,-0.04170480969387755,0.024071855612244897
412,-0.022862104081632653,-0.0408322637755102,0.017970159693877545
413,-0.015815917857142855,-0.04277907551020408,0.026963157653061225
414,-0.014448930612244898,-0.045211081122448975,0.030762150510204075
415,-0.011684270408163264,-0.04082232653061225,0.029138056122448984
416,-0.016240961224489796,-0.04088237142857142,0.024641410204081626
417,-0.02190069132653061,-0.04092099846938775,0.01902030714285714
