global_cycle,session,raw_cycle,filename,n_points,n_points_ox,n_points_red,E_min,E_max,I_min_mA,I_max_mA,I_mean_mA,Q_ox_mC,Q_red_mC,Q_total_mC
471,0,235,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,365,365,0,1.0000093,1.5909443,-0.01017718575894833,0.4245270441069158,0.03726294165515344,2.0899785171470957,,2.0899785171470957
472,0,236,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0093009,1.5999832,-0.1353661979003156,0.1785059519436047,-0.012918693159769408,,-0.8288531097244829,-0.8288531097244829
473,0,236,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,343,343,0,1.0000013,1.5898905,-0.03222252801060677,0.4224468055098214,0.03742323550497751,2.0803847047599477,,2.0803847047599477
474,0,237,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0098989,1.5999892,-0.1367751346766014,0.1656812549285265,-0.012998648788498874,,-0.8285686418276876,-0.8285686418276876
475,0,237,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,344,344,0,0.99999952,1.5898941,-0.01673915755489599,0.4273777754464509,0.03752618555011606,2.076172667543931,,2.076172667543931
476,0,238,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0080709,1.5999553,-0.1356219529198852,0.1635687385093083,-0.013540122678291211,,-0.8342600527615947,-0.8342600527615947
477,0,238,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,350,350,0,1.0000156,1.5901194,-0.00681842049544612,0.4243551837528714,0.03789725977076678,2.0858262908673018,,2.0858262908673018
478,0,239,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0087091,1.6000452,-0.1359892476585268,0.1606706218874973,-0.013093512216865211,,-0.833219239041578,-0.833219239041578
479,0,239,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,346,346,0,1.0000094,1.5911623,-0.019405173137784,0.4247778462835088,0.037915458535882914,2.0993594680111007,,2.0993594680111007
480,0,240,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0093991,1.599978,-0.1362840693999577,0.1702070994810625,-0.013538101471707828,,-0.8350774579627552,-0.8350774579627552
481,0,240,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,352,352,0,0.99999946,1.5905231,-0.007186046335846186,0.4262259637826062,0.038824228998324224,2.092010297662284,,2.092010297662284
482,0,241,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0093009,1.5999851,-0.1364784716629226,0.1776982545852661,-0.01300920568759167,,-0.8356154454183435,-0.8356154454183435
483,0,241,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,350,350,0,0.99995136,1.5902576,-0.008052135792425695,0.4250578658125255,0.037514950524100976,2.0878004683192,,2.0878004683192
484,0,242,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0093151,1.6000493,-0.1368378730388233,0.1780608641974464,-0.012983297892628752,,-0.8356978806661093,-0.8356978806661093
485,0,242,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,359,359,0,0.99995118,1.5910195,-0.04240831732749939,0.424337124191795,0.03707898867848004,2.0955383967488164,,2.0955383967488164
486,0,243,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0087008,1.5999691,-0.1362372628977143,0.1865444034337997,-0.0130330268202091,,-0.838661531745083,-0.838661531745083
487,0,243,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,340,340,0,0.99995136,1.5904683,-0.006612168351108033,0.4249572367011494,0.03726753553019013,2.095008724813771,,2.095008724813771
488,0,244,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0093089,1.5999771,-0.1372776630056033,0.1746788993477812,-0.013093093843965224,,-0.8366794988982349,-0.8366794988982349
489,0,244,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,349,349,0,1.0000094,1.5916302,-0.01869266885130302,0.428016264009468,0.03846251133798509,2.1086286670824,,2.1086286670824
490,0,245,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0098988,1.6000133,-0.1370392583650583,0.1771234079547548,-0.013051491575787196,,-0.8359915333191138,-0.8359915333191138
491,0,245,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,345,345,0,0.99999946,1.5901803,-0.00771426921710372,0.423190935212749,0.0387698865967269,2.0926467577402335,,2.0926467577402335
492,0,246,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.009311,1.6000073,-0.1371207580233103,0.1804904532821281,-0.013019986625085122,,-0.8368792931353682,-0.8368792931353682
493,0,246,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,354,354,0,1.0000113,1.591504,-0.007227116815034941,0.4253542227148355,0.03832919010317748,2.1111335063290446,,2.1111335063290446
494,0,247,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0098988,1.6000153,-0.1365653703673031,0.1980952918529511,-0.012944986502088284,,-0.836319900746816,-0.836319900746816
495,0,247,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,355,355,0,0.99999946,1.590921,-0.02244086191058159,0.4320750988611577,0.03784762695661567,2.1071008889191627,,2.1071008889191627
496,0,248,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.008173,1.5999665,-0.1362616713435834,0.1794184420038671,-0.01344832609761244,,-0.8294246378050053,-0.8294246378050053
497,0,248,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,348,348,0,0.99995118,1.5917542,-0.04216329753398895,0.4240791880394461,0.03855607157669887,2.123012741927146,,2.123012741927146
498,0,249,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0093516,1.5999135,-0.1373260464039288,0.179417458384536,-0.01343707705820424,,-0.8292402023796444,-0.8292402023796444
499,0,249,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,349,349,0,0.99998289,1.5899773,-0.04372250288724899,0.4279175202832652,0.03745099186012578,2.103504688116519,,2.103504688116519
500,0,250,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0099049,1.5999812,-0.1369527452863848,0.1710986644029617,-0.012933752140154452,,-0.8288744867051857,-0.8288744867051857
501,0,250,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,338,338,0,1.0000054,1.5902672,-0.01622947305440903,0.4312847583653552,0.039248817847148045,2.108959379536217,,2.108959379536217
502,0,251,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.009903,1.5999731,-0.1370738116659918,0.171875074505806,-0.01295760297715285,,-0.8303705601213786,-0.8303705601213786
503,0,251,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,350,350,0,1.0000033,1.589886,-0.007147862110286951,0.4279357536143933,0.03950947560177067,2.106376571156669,,2.106376571156669
504,0,252,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0093664,1.5999545,-0.1361941571164484,0.1856520396211865,-0.0134449655740384,,-0.8311387039369085,-0.8311387039369085
505,0,252,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,340,340,0,0.99995136,1.5907041,-0.008737193520127834,0.430780892278813,0.03941106584077888,2.116066855166924,,2.116066855166924
506,0,253,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.009903,1.6000073,-0.1367006101665709,0.1951168924570084,-0.01283748809537997,,-0.8305698932864016,-0.8305698932864016
507,0,253,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,356,356,0,1.0000035,1.590736,-0.01889286172049849,0.4239076718392263,0.03744009895906454,2.1141147374204072,,2.1141147374204072
508,0,254,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,314,0,314,1.0080169,1.5999972,-0.1377670467951188,0.1761036388899968,-0.013001652556188363,,-0.8348531714881422,-0.8348531714881422
509,0,254,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,348,348,0,0.99995136,1.5906706,-0.007993718563279177,0.4321501161356904,0.03924391510949651,2.120636488552966,,2.120636488552966
510,0,255,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0088062,1.5999484,-0.1362927505659148,0.1892880711417924,-0.013483896507651413,,-0.8339369180136694,-0.8339369180136694
511,0,255,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,354,354,0,1.0000091,1.5906371,-0.02006704173982143,0.4313746606197917,0.03882533005487272,2.116401746217983,,2.116401746217983
512,0,256,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.008781,1.5999635,-0.1371467364550147,0.1648720527688661,-0.013578385781560058,,-0.8348135846371263,-0.8348135846371263
513,0,256,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,357,357,0,0.99995136,1.5908313,-0.007957907125626273,0.4294155641576403,0.03686471676775159,2.119895482440932,,2.119895482440932
514,0,257,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0086989,1.6000372,-0.1362550448904436,0.1633032900483711,-0.013125903459841503,,-0.8378610070420849,-0.8378610070420849
515,0,257,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,345,345,0,0.99995136,1.5904068,-0.006646056740285879,0.4329097271528725,0.03950508690588733,2.119731921334365,,2.119731921334365
516,0,258,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0080611,1.5999272,-0.135986879754094,0.186468725817071,-0.013538938748536698,,-0.8375595562493878,-0.8375595562493878
517,0,258,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,358,358,0,1.0000145,1.5909443,-0.009330690878048968,0.4339951711265391,0.03829058499093223,2.127597371697572,,2.127597371697572
518,0,259,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.009411,1.5999959,-0.1360266501471278,0.1748089492321014,-0.01359292537524635,,-0.8364756194435305,-0.8364756194435305
519,0,259,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,357,357,0,0.99995309,1.5910031,-0.007062181447704721,0.4324471395764191,0.03773478565840844,2.1220955498564558,,2.1220955498564558
520,0,260,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0093009,1.6000073,-0.1370027968428816,0.200373649597168,-0.012913245344458845,,-0.8366230794253494,-0.8366230794253494
521,0,260,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,344,344,0,1.0000014,1.5900792,-0.01851599477231503,0.4333786941485007,0.039685180247472814,2.115940035605856,,2.115940035605856
522,0,261,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0080689,1.5999632,-0.1374599791959018,0.1863764483067722,-0.013550128137109159,,-0.8382552811572391,-0.8382552811572391
523,0,261,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,343,343,0,1.0000162,1.5908382,-0.006795934697373662,0.4313666424795564,0.04040961839591617,2.127791609858099,,2.127791609858099
524,0,262,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.009311,1.6000012,-0.1370012056813819,0.1912411451339722,-0.013068966315598621,,-0.8415919585016884,-0.8415919585016884
525,0,262,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,340,340,0,1.0000114,1.5903344,-0.01782133604359368,0.4303026364299392,0.038298887922353225,2.118400922262918,,2.118400922262918
526,0,263,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.008101,1.5999796,-0.1363490403705439,0.1845190152525902,-0.013627222846642235,,-0.842584801860714,-0.842584801860714
527,0,263,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,352,352,0,0.99995136,1.5910884,-0.007597551607533268,0.4275299852356245,0.03950291573922261,2.1330119155371516,,2.1330119155371516
528,0,264,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0093089,1.599911,-0.1376525493092111,0.1775929030444887,-0.013681950104427071,,-0.8440326071777867,-0.8440326071777867
529,0,264,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,347,347,0,1.0000094,1.5906514,-0.01775368338491284,0.4315793046143934,0.03787152347892748,2.1221898589335955,,2.1221898589335955
530,0,265,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0080969,1.5999819,-0.137708367273183,0.1696674360169305,-0.013706474586273165,,-0.8452030730144647,-0.8452030730144647
531,0,265,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,355,355,0,0.9999975,1.5899971,-0.01764355541166407,0.4324938226937647,0.03763377320008807,2.114638294255285,,2.114638294255285
532,0,266,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,314,0,314,1.0080149,1.5999632,-0.1368763564233215,0.1856233963499898,-0.013095093209337574,,-0.8444735430855758,-0.8444735430855758
533,0,266,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,355,355,0,1.0000154,1.5905125,-0.02088801376521587,0.438125529822015,0.03774272461750184,2.124974345197269,,2.124974345197269
534,0,267,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.009299,1.5999771,-0.1365008608969602,0.1747580170631409,-0.01324889273941109,,-0.8485334647544778,-0.8485334647544778
535,0,267,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,345,345,0,0.99995136,1.5906929,-0.008095142214269699,0.4334354254771782,0.038685736947096094,2.1323630612816737,,2.1323630612816737
536,0,268,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.009299,1.5999532,-0.1369708650752792,0.1846305990348689,-0.013133790339015393,,-0.8477664898010357,-0.8477664898010357
537,0,268,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,358,358,0,0.99995136,1.5901421,-0.00725682362685038,0.4357052312766712,0.0384395979787965,2.1232545299973604,,2.1232545299973604
538,0,269,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.009311,1.6000053,-0.1378605701676974,0.1767994181272831,-0.013253994171098554,,-0.8508960126695738,-0.8508960126695738
539,0,269,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,354,354,0,1.0000156,1.5902392,-0.01771154419773004,0.4330591175893055,0.039071286047817747,2.1256497684656224,,2.1256497684656224
540,0,270,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0093172,1.5999511,-0.1371966751732321,0.1738797724246979,-0.01331235950489175,,-0.8527921564724829,-0.8527921564724829
541,0,270,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,350,350,0,1.0000174,1.5913372,-0.01720318384468555,0.438689685045436,0.038316630918765145,2.1429971536349455,,2.1429971536349455
542,0,271,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0099089,1.5999106,-0.1372804618368093,0.1817161550124484,-0.013891713288467503,,-0.8552912216102471,-0.8552912216102471
543,0,271,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,349,349,0,1.0000093,1.5899729,-0.02368822880089283,0.4365121844039761,0.03974086242710375,2.120290300812323,,2.120290300812323
544,0,272,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0092989,1.6000333,-0.1373422727079794,0.1927239745855331,-0.013258753708190952,,-0.8560201688726974,-0.8560201688726974
545,0,272,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,349,349,0,0.99999952,1.5910182,-0.01705833279487234,0.4342007210843901,0.03914135102806666,2.135291532911365,,2.135291532911365
546,0,273,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,314,0,314,1.0080149,1.6000272,-0.1376972509422563,0.1912284046411514,-0.01325213143662623,,-0.8570452378190999,-0.8570452378190999
547,0,273,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,349,349,0,1.0000154,1.5907891,-0.00709438426016578,0.439617082101627,0.03977075146305484,2.137015870843325,,2.137015870843325
548,0,274,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0093828,1.5999706,-0.1371491144418968,0.1843203544616694,-0.013944988443360718,,-0.8596431948126703,-0.8596431948126703
549,0,274,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,358,358,0,0.99998343,1.5906129,-0.01852789363297433,0.4373654823129822,0.03776324999578706,2.1332719412302543,,2.1332719412302543
550,0,275,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0080575,1.5999082,-0.1375389886797795,0.1635459522190301,-0.01402010878433521,,-0.8629890077245698,-0.8629890077245698
551,0,275,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,346,346,0,0.99995363,1.5902481,-0.009903529658913612,0.4398962710511949,0.040046014278866976,2.1293802516383082,,2.1293802516383082
552,0,276,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0093049,1.5999591,-0.1373501285091202,0.1861464948109957,-0.01333836844365531,,-0.8599522900086458,-0.8599522900086458
553,0,276,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,369,369,0,1.0000054,1.5916572,-0.01333379466086626,0.4381354503535544,0.037497868648718416,2.148060105527157,,2.148060105527157
554,0,277,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0093129,1.5999612,-0.1373108344138254,0.185873711679843,-0.013365118971918182,,-0.860442521212668,-0.860442521212668
555,0,277,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,360,360,0,1.0000135,1.5910041,-0.0309815239161253,0.4334533967382654,0.037735577378560974,2.1435845948156422,,2.1435845948156422
556,0,278,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0093129,1.6000153,-0.1375942085209097,0.1971088647842407,-0.01331529033636762,,-0.8573743421929203,-0.8573743421929203
557,0,278,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,349,349,0,1.0000038,1.5910512,-0.01358953911673144,0.435650300446027,0.038545109645814354,2.149613783924419,,2.149613783924419
558,0,279,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0087488,1.5999444,-0.138760728061686,0.1599452910678725,-0.013981989132968487,,-0.8563745235713314,-0.8563745235713314
559,0,279,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,351,351,0,0.99994957,1.5915,-0.0180019509205793,0.4326526850929553,0.03866317542659629,2.157164894545513,,2.157164894545513
560,0,280,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0093148,1.5999593,-0.1377323367711822,0.1858003492588582,-0.013289594458706196,,-0.8565129994043912,-0.8565129994043912
561,0,280,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,343,343,0,1.0000154,1.5913603,-0.01001171953976154,0.4341815216455895,0.03924531780533251,2.15788510622594,,2.15788510622594
562,0,281,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.008715,1.6000192,-0.1380222290128661,0.1980889290571213,-0.013363009010719466,,-0.8625545259582797,-0.8625545259582797
563,0,281,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,346,346,0,0.99995118,1.5899608,-0.0323529914021492,0.4396141852073345,0.038918192589769224,2.137854723280673,,2.137854723280673
564,0,282,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0092989,1.5999533,-0.1380023020334322,0.1813183423617612,-0.013386321952901856,,-0.861573626675727,-0.861573626675727
565,0,282,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,365,365,0,0.99995118,1.5903161,-0.04153960943222046,0.4340532306158558,0.03801314735467502,2.143606347159327,,2.143606347159327
566,0,283,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0093149,1.5999992,-0.1378080539248105,0.1985535174608231,-0.013347990145960612,,-0.8611219956811511,-0.8611219956811511
567,0,283,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,345,345,0,1.0000155,1.591355,-0.01854297268690303,0.4373571745213152,0.03846326785517441,2.15613112265688,,2.15613112265688
568,0,284,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0093129,1.6000333,-0.1379700450818737,0.2030529528856277,-0.013347956223038948,,-0.8627075732534454,-0.8627075732534454
569,0,284,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,353,353,0,0.99997878,1.590525,-0.008135606219703773,0.4368412599927876,0.03919343757689421,2.1471510023485716,,2.1471510023485716
570,0,285,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0093088,1.6000472,-0.13857196259466,0.2075587511062622,-0.01337455794877927,,-0.864743306406274,-0.864743306406274
571,0,285,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,349,349,0,0.99995118,1.5900041,-0.04156824946403503,0.439172491422485,0.03927701006415697,2.1401285591894563,,2.1401285591894563
572,0,286,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.009311,1.6000153,-0.1375206360782224,0.2021428793668747,-0.013318842436784746,,-0.8635887636650871,-0.8635887636650871
573,0,286,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,362,362,0,1.0000113,1.5910311,-0.01675686658089273,0.4391450963992325,0.037818931074797335,2.151811229390001,,2.151811229390001
574,0,287,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.008703,1.5999953,-0.1381514112083817,0.1952823400497437,-0.013451557865884171,,-0.867072339895423,-0.867072339895423
575,0,287,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,369,369,0,0.99995136,1.5902154,-0.008472956923909938,0.4355853764244075,0.037929684526751856,2.1536712588366536,,2.1536712588366536
576,0,288,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.008113,1.6000092,-0.1383860819933418,0.196306973695755,-0.013164667220663053,,-0.8519823068865702,-0.8519823068865702
577,0,288,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,357,357,0,1.0000134,1.5910323,-0.007767322718972985,0.4414961511363602,0.040414483697010194,2.17364225919934,,2.17364225919934
578,0,289,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.0087693,1.5999424,-0.1387504618247959,0.1607957676277256,-0.01393851947595977,,-0.8561765858621928,-0.8561765858621928
579,0,289,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,365,365,0,0.99997211,1.5898941,-0.01780777841644446,0.4386297238333956,0.03860977840605172,2.1547480546016295,,2.1547480546016295
580,0,290,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0087068,1.5999992,-0.1382928927052153,0.2020028680562973,-0.013183604766074204,,-0.853905541017315,-0.853905541017315
581,0,290,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,369,369,0,1.0000075,1.5899304,-0.02631025202572346,0.4424752807587495,0.03845307547584352,2.157010562264602,,2.157010562264602
582,0,291,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0092989,1.6000413,-0.1373265212467978,0.1791110932826996,-0.013361882532573642,,-0.8564928367764234,-0.8564928367764234
583,0,291,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,344,344,0,0.99999946,1.591405,-0.008471599780023098,0.4436825110191203,0.03977550425580268,2.1791327323217202,,2.1791327323217202
584,0,292,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.008019,1.5999086,-0.1383931067691662,0.1652487701048022,-0.013980709560252073,,-0.8610321566066604,-0.8610321566066604
585,0,292,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,349,349,0,0.99995136,1.590914,-0.008458614220061306,0.4446412819288348,0.04046633498315777,2.1739738514121574,,2.1739738514121574
586,0,293,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0087249,1.5999632,-0.1387329882302912,0.1771080490687619,-0.01338095586121503,,-0.8605479988856551,-0.8605479988856551
587,0,293,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,345,345,0,1.0000255,1.5914057,-0.01979974843561649,0.4384334745356662,0.03898897259720513,2.178325046824573,,2.178325046824573
588,0,294,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0093009,1.6000233,-0.1385408217946786,0.1786469337732894,-0.013382767222592103,,-0.8589934524431038,-0.8589934524431038
589,0,294,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,357,357,0,0.99995118,1.5899204,-0.04191827401518822,0.4358401148045878,0.03823685998823008,2.159355782621892,,2.159355782621892
590,0,295,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,313,0,313,1.0081109,1.6000073,-0.1389258800146374,0.1681970241277113,-0.013561402635516681,,-0.8657013410529201,-0.8657013410529201
591,0,295,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,370,370,0,1.0000113,1.5908231,-0.013982935808599,0.4403803237306612,0.03849888002724853,2.1706166118127252,,2.1706166118127252
592,0,296,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,312,0,312,1.009411,1.5999513,-0.1392072604695208,0.1938440501689911,-0.01340966093276481,,-0.8644337193192826,-0.8644337193192826
593,0,296,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,354,354,0,1.0000114,1.5915401,-0.01826502752247388,0.4358752887987603,0.03930714265376807,2.178874599118526,,2.178874599118526
594,0,297,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,304,0,304,1.0096071,1.6000493,-0.1384334556837841,0.1879396203984607,-0.013429647786681204,,-0.8653308390387594,-0.8653308390387594
595,0,297,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,351,351,0,1.0000077,1.5909384,-0.03474575653672218,0.4408744538613167,0.040046444708063164,2.170060587831318,,2.170060587831318
596,0,298,B[N93]_NiC_acet_1M KOH_ vs RHE B_05_CVA_C02.txt,294,0,294,1.0099069,1.5999089,-0.1391544522503103,0.1663952962211939,-0.014308006579024006,,-0.8717962924070515,-0.8717962924070515
